Angle Raw,Bus Voltage (V),Shunt Voltage (mV),Current (mA),Angle Raw.1,Bus Voltage (V).1,Shunt Voltage (mV).1,Current (mA).1,Angle Raw.2,Bus Voltage (V).2,Shunt Voltage (mV).2,Current (mA).2,Angle Raw.3,Bus Voltage (V).3,Shunt Voltage (mV).3,Current (mA).3,Angle Raw.4,Bus Voltage (V).4,Shunt Voltage (mV).4,Current (mA).4,Angle Raw.5,Bus Voltage (V).5,Shunt Voltage (mV).5,Current (mA).5,Angle Raw.6,Bus Voltage (V).6,Shunt Voltage (mV).6,Current (mA).6,Angle Raw,Bus Voltage (V),Shunt Voltage (mV),Current (mA)
346.03,0.0,0.02,0.3,84.81,6.62,9.28,136.8,206.37,8.54,6.16,83.3,318.78,5.26,16.4,70.3,27.25,9.29,9.78,79.4,215.51,3.57,16.12,126.6,225.44,4.72,15.92,138.0,193.62,1.88,18.38,188.5
346.03,5.09,0.02,0.3,69.87,7.89,9.81,90.2,172.97,2.68,9.06,70.0,262.88,3.42,9.89,161.5,317.02,2.85,6.97,97.4,116.81,0.0,13.47,164.7,106.61,0.0,12.62,125.6,53.17,7.97,15.67,153.4
346.03,9.6,0.03,0.4,55.72,2.46,12.35,104.7,138.96,0.0,6.87,125.5,207.16,0.0,12.52,125.9,244.07,0.0,6.69,94.3,14.94,8.14,10.91,103.8,344.71,4.01,19.14,151.9,276.59,0.0,11.59,140.8
346.03,3.9,0.02,0.3,40.52,0.0,10.21,143.1,103.36,6.19,16.49,55.8,150.82,4.58,9.83,154.5,172.27,2.93,9.71,77.5,278.0,3.12,14.79,160.0,224.82,3.34,15.47,165.2,136.14,3.16,15.93,136.5
346.03,0.0,0.01,-0.9,25.05,6.91,7.18,131.2,67.32,7.72,14.18,142.0,95.19,6.58,16.49,143.2,100.2,9.97,8.18,97.8,178.86,0.0,16.24,119.1,106.17,0.0,16.94,121.9,353.5,5.88,16.84,159.4
346.03,0.32,0.02,0.1,10.2,6.69,9.54,80.2,31.46,0.0,3.85,119.7,38.67,0.0,4.28,61.5,26.54,4.53,8.53,82.6,79.1,8.96,14.01,169.9,344.71,10.72,17.67,167.7,211.55,0.0,10.27,118.4
346.03,6.16,0.01,0.3,356.13,1.18,14.72,62.5,356.31,0.73,17.05,76.1,346.9,0.0,7.98,165.7,317.02,0.0,5.98,87.6,341.28,3.08,9.7,185.0,219.81,2.29,15.57,90.6,71.28,1.92,16.08,156.7
346.03,7.46,0.03,0.2,340.84,2.02,16.29,128.6,321.15,10.18,12.57,123.0,291.36,11.7,13.17,63.6,243.54,2.53,10.73,92.5,245.04,0.0,12.52,134.7,105.82,0.0,15.16,140.5,294.08,5.4,14.22,170.7
346.03,2.66,0.03,0.2,325.11,10.01,14.33,128.8,282.22,0.0,8.21,57.2,232.82,2.37,8.55,161.1,169.1,10.42,11.6,126.8,145.99,9.99,17.75,113.6,344.18,10.97,16.87,147.7,152.84,0.0,11.78,122.5
346.03,0.0,0.01,0.2,308.76,0.0,6.95,56.4,247.68,0.38,9.98,126.5,177.98,0.0,15.76,80.2,87.8,1.99,11.89,78.7,45.97,4.08,9.83,163.5,219.64,0.78,10.92,88.8,10.9,2.01,15.31,173.0
346.03,0.28,0.01,0.2,294.43,2.41,14.49,118.2,212.61,12.33,17.33,62.3,122.61,5.17,9.27,156.3,14.41,0.0,12.3,144.2,312.98,0.0,11.85,115.6,104.77,0.02,18.26,175.4,234.93,6.55,15.47,143.5
346.03,3.57,0.03,0.2,278.53,9.72,15.04,106.5,175.87,2.18,14.63,67.8,67.15,5.28,11.36,174.7,298.3,12.69,15.5,138.1,212.78,2.8,11.18,155.9,343.65,9.18,15.87,166.2,94.75,0.0,11.51,161.4
346.03,9.83,0.03,0.2,262.53,0.0,15.79,72.5,140.71,0.1,13.72,175.3,10.46,0.0,9.81,82.0,216.56,1.89,14.21,90.6,114.35,3.61,14.2,157.3,223.68,0.0,15.46,88.6,317.37,2.13,15.19,141.6
346.03,2.82,0.02,0.1,247.15,0.16,11.24,113.5,104.15,11.66,10.39,142.2,319.04,1.06,16.06,105.1,142.29,0.0,14.24,152.1,13.18,0.0,13.43,91.1,109.78,0.11,13.17,142.4,176.57,6.17,17.67,146.5
346.03,0.0,0.0,-0.3,231.24,9.13,14.46,116.1,64.95,2.27,15.84,84.7,260.86,9.68,11.77,116.4,62.84,11.97,15.92,151.7,280.37,2.81,10.31,159.9,347.78,10.16,11.91,130.6,34.54,0.0,10.65,107.0
346.03,0.42,0.01,0.2,215.42,0.0,13.66,56.9,30.59,0.0,15.03,122.7,203.47,0.0,7.49,98.7,343.48,1.91,16.67,165.8,181.05,6.67,10.56,166.9,223.33,0.0,8.78,121.0,257.87,2.55,16.0,153.5
346.03,9.75,0.03,0.3,200.57,0.22,8.55,103.8,354.38,11.92,13.7,48.1,150.73,0.06,10.35,168.3,264.55,1.13,17.99,164.6,81.21,0.0,11.66,94.4,108.63,0.87,18.55,172.3,118.48,5.72,13.65,143.2
346.03,8.18,0.03,0.3,185.98,11.67,8.97,138.1,317.37,2.89,17.24,69.0,93.16,11.72,17.98,87.0,186.06,9.69,17.62,178.3,348.05,3.07,10.99,174.1,347.7,8.61,16.67,139.0,335.13,0.0,10.78,132.9
346.03,3.03,0.02,0.2,170.77,1.84,9.66,131.7,281.34,0.0,10.33,126.1,36.39,3.07,9.35,162.3,108.72,0.0,13.54,97.8,247.68,7.89,11.51,146.2,227.9,0.0,12.36,121.1,193.89,3.19,14.66,179.1
346.03,0.0,0.01,0.3,155.92,0.0,8.85,117.9,243.98,7.25,16.43,175.1,342.6,0.0,15.34,83.0,31.99,0.0,16.49,181.4,148.45,0.0,14.37,85.8,108.98,2.83,19.32,125.9,53.35,5.28,15.4,163.9
346.03,1.0,0.01,0.2,140.8,11.02,7.83,93.9,207.33,2.44,10.77,96.8,286.61,3.25,10.35,148.5,315.26,11.65,17.89,179.7,52.29,0.29,9.41,182.5,347.52,6.07,18.44,136.7,275.89,0.0,14.08,141.0
345.94,3.34,0.02,0.4,125.68,4.23,10.16,72.8,172.09,0.0,5.72,160.3,228.16,5.22,16.81,79.6,233.7,0.0,17.55,118.2,318.69,10.81,16.14,140.5,227.37,0.0,12.53,133.6,136.14,3.54,14.75,136.7
346.03,8.39,0.04,0.3,110.39,0.0,7.59,81.5,137.37,3.7,14.02,90.8,173.06,0.0,5.75,126.0,155.83,2.06,16.92,161.0,214.89,0.69,15.76,83.8,108.19,3.69,15.0,126.9,353.41,4.91,18.42,141.6
346.03,3.06,0.03,0.2,95.54,0.47,7.16,161.2,101.87,5.6,15.23,153.9,118.74,2.73,16.0,133.9,77.08,8.88,16.17,155.2,119.71,1.26,17.64,143.2,347.34,4.41,17.99,147.3,211.2,0.0,12.37,150.6
346.03,0.0,0.01,0.1,80.77,11.2,11.74,89.8,64.34,0.0,12.23,81.0,60.12,8.03,13.11,126.7,0.0,2.56,16.7,151.5,18.46,10.4,8.46,166.9,226.67,0.0,17.09,120.3,71.19,5.69,17.29,148.4
346.03,0.94,0.02,0.2,65.92,2.83,8.7,77.3,28.92,0.59,10.81,70.4,3.43,1.54,8.23,111.5,287.14,0.17,14.65,153.9,282.3,2.02,13.0,89.9,107.4,5.56,15.39,159.5,294.26,4.56,13.37,184.1
346.03,3.28,0.02,0.3,52.12,0.0,5.21,62.6,354.9,11.05,16.77,188.6,312.01,0.02,17.74,142.3,208.65,10.92,15.21,148.3,185.63,0.0,14.22,113.6,346.55,3.84,13.01,113.3,153.02,0.0,12.75,147.7
346.03,10.35,0.05,0.3,37.71,0.0,15.96,98.3,316.05,0.0,6.92,92.9,253.83,11.23,10.6,144.7,127.44,0.0,14.63,117.9,87.1,11.57,9.81,164.3,225.79,0.0,16.68,139.6,11.16,5.74,15.57,180.8
346.03,2.34,0.01,0.0,22.85,11.48,11.37,160.1,281.95,0.9,5.17,165.8,194.24,0.6,6.52,137.1,49.04,0.31,13.97,141.9,349.01,2.48,11.36,133.0,107.23,12.46,15.81,177.7,235.02,4.2,14.35,145.8
346.03,0.0,0.02,0.2,6.77,4.04,7.08,72.1,246.09,12.12,15.6,100.3,139.39,0.46,15.33,85.5,331.52,8.61,14.44,141.4,249.08,0.0,18.31,98.5,340.75,2.04,17.29,105.7,95.01,0.0,12.92,163.3
346.03,0.55,0.01,0.1,353.41,0.0,6.47,60.8,207.69,1.67,15.26,100.0,83.76,12.7,13.01,68.7,252.86,0.0,14.08,88.3,154.42,9.38,10.59,161.0,220.34,0.17,18.88,171.7,317.81,6.9,15.32,138.4
346.03,7.37,0.02,0.3,338.73,0.46,14.46,102.2,171.3,0.78,8.32,103.7,27.51,3.52,11.08,142.8,177.71,0.93,13.71,138.2,54.14,2.93,16.17,109.4,101.51,8.44,15.04,143.5,177.36,3.76,16.28,151.8
346.03,8.75,0.04,0.3,322.91,8.63,15.88,107.3,136.32,9.43,7.64,146.7,331.35,0.0,12.18,122.5,99.84,11.42,13.2,132.8,316.49,0.0,16.23,147.7,340.22,0.0,17.52,95.8,34.98,0.0,11.05,133.2
346.03,3.22,0.03,0.1,307.0,0.0,16.29,55.6,100.55,2.33,15.9,99.1,273.52,12.52,14.89,88.3,19.78,1.56,12.4,97.2,216.74,10.5,15.13,151.6,224.3,0.5,11.84,130.7,258.66,3.04,17.85,146.7
346.03,0.0,0.01,-0.1,291.97,0.39,7.0,117.6,64.78,0.0,10.24,72.8,215.24,2.43,12.19,178.6,306.39,0.0,12.09,117.0,114.7,2.22,12.06,101.2,105.91,9.83,12.67,141.5,119.0,3.34,14.75,174.7
346.03,3.0,0.02,0.2,276.77,10.43,10.26,139.9,29.53,3.69,16.11,81.9,158.73,0.0,8.91,157.8,227.81,11.76,11.66,115.7,12.22,0.0,8.55,166.0,344.36,0.0,15.8,122.3,335.3,0.0,12.64,145.8
345.94,7.61,0.02,0.3,260.6,0.0,11.34,57.4,355.08,6.9,7.45,102.0,103.36,8.19,11.64,82.9,147.13,1.24,10.89,78.5,280.46,11.19,16.25,124.3,223.33,0.84,13.52,180.5,194.24,10.03,17.26,168.7
345.94,6.93,0.03,0.3,245.21,1.42,11.46,101.4,319.39,0.0,8.88,49.0,47.02,4.34,15.85,97.3,71.28,0.08,9.9,107.6,177.01,2.12,18.8,57.0,104.94,8.08,11.44,154.5,48.25,3.12,15.61,147.5
346.03,2.61,0.02,0.2,229.39,10.42,11.22,104.9,284.77,0.35,16.64,85.8,352.44,0.0,4.54,81.6,357.28,11.43,9.7,106.2,81.04,0.0,9.16,160.4,343.74,0.0,8.88,127.4,270.88,0.01,18.24,157.5
346.03,0.0,-0.01,0.1,212.96,0.0,6.23,62.9,248.82,11.74,8.67,99.4,298.92,2.53,9.33,167.0,278.35,2.64,10.65,108.8,347.61,8.26,16.22,111.2,227.46,2.18,14.67,135.8,131.31,11.48,13.92,147.5
345.94,2.78,0.02,0.3,198.81,0.54,8.5,148.2,213.66,3.14,7.38,52.3,243.46,9.27,16.87,63.3,199.86,0.19,10.63,94.4,246.97,3.21,14.49,120.9,109.25,7.4,14.69,128.1,342.33,1.56,14.65,103.5
346.03,11.01,0.03,0.4,183.87,11.97,7.02,137.0,179.91,0.0,12.54,76.2,188.26,2.13,9.2,115.4,125.24,12.01,10.37,89.7,148.1,0.0,11.9,131.7,347.52,0.0,10.32,137.5,201.27,0.65,17.36,170.6
346.03,5.25,0.03,0.3,168.66,2.19,8.36,84.0,144.93,3.28,11.82,62.2,133.24,0.0,15.92,63.8,45.26,3.45,10.19,107.5,47.55,9.22,9.28,160.9,226.85,3.24,14.54,148.8,61.08,9.35,15.11,138.7
346.03,0.0,0.02,0.1,154.42,0.0,8.83,90.4,109.78,7.0,8.72,73.7,77.78,2.96,17.94,92.6,329.59,0.0,8.69,92.1,313.51,4.32,15.9,103.3,108.02,5.5,16.46,122.5,283.27,0.8,18.58,116.8
346.03,0.0,0.02,0.1,140.01,4.05,14.91,76.3,74.88,2.71,15.25,103.2,23.2,6.47,11.47,76.2,256.29,2.7,10.12,121.5,213.93,0.0,11.08,118.1,346.38,0.0,13.34,90.8,143.09,0.77,14.52,151.0
346.03,2.82,0.02,0.3,124.72,7.38,10.3,112.4,39.11,0.0,8.21,173.7,329.33,0.0,7.94,114.0,178.59,5.06,12.93,109.6,114.52,6.31,12.8,135.3,230.45,2.08,15.95,151.5,1.14,12.01,18.71,168.2
346.03,10.85,0.04,0.3,109.07,0.0,8.61,75.0,4.22,2.71,17.19,133.1,273.96,0.74,15.76,82.9,100.11,0.0,7.7,112.7,13.54,3.84,9.09,154.9,111.36,5.04,14.73,161.7,224.56,0.0,13.51,90.5
346.03,3.8,0.03,0.3,94.39,0.25,8.37,82.6,329.59,6.14,8.41,46.6,218.14,9.18,11.9,187.6,23.73,1.66,14.24,123.7,280.46,0.0,11.52,102.0,350.24,0.0,12.14,128.8,89.82,0.0,18.3,156.1
346.03,0.0,0.01,0.0,80.16,3.4,11.26,105.2,295.84,0.0,9.99,51.6,161.63,0.36,10.21,55.2,307.79,5.96,13.04,131.6,181.05,2.75,13.49,124.0,229.31,3.03,16.96,144.9,313.15,11.76,14.12,153.1
345.94,0.0,0.02,0.2,64.86,4.33,11.91,153.6,261.3,0.16,11.98,104.0,106.17,0.07,11.73,109.2,228.69,0.0,9.26,114.2,81.21,5.16,13.06,177.9,110.48,4.81,19.15,151.7,166.99,1.73,14.39,101.7
346.03,2.59,0.02,0.2,49.39,0.0,4.75,70.7,224.21,10.92,8.32,69.9,47.9,12.35,14.91,86.7,154.25,1.2,13.84,138.5,343.74,0.0,8.77,110.0,349.37,0.0,13.31,156.7,25.05,0.73,15.86,186.7
346.03,10.72,0.03,0.3,35.68,0.27,13.66,88.0,189.23,2.59,13.01,110.0,351.21,2.19,19.28,99.4,75.32,7.92,13.65,132.7,247.5,2.81,14.64,123.0,228.08,8.01,18.71,127.7,248.29,9.74,15.96,149.2
345.94,2.65,0.02,0.1,20.48,8.21,9.16,139.6,152.67,0.3,17.5,85.5,295.49,0.0,8.71,113.3,359.03,0.0,8.74,116.4,148.18,6.44,9.94,163.3,109.6,3.12,17.86,176.9,107.93,1.61,18.52,110.2
346.03,0.0,0.02,0.0,5.89,7.02,11.01,79.7,117.77,12.83,9.53,102.0,239.85,9.59,15.44,68.2,282.3,2.02,12.67,126.1,52.38,0.0,14.99,71.8,347.96,0.0,14.6,132.5,325.2,0.6,14.87,145.9
346.03,0.0,0.02,0.2,351.91,0.0,13.5,67.9,80.33,3.09,8.54,65.8,185.19,3.47,7.13,147.9,204.35,9.03,14.46,128.5,318.16,0.35,13.95,166.3,227.29,11.18,16.76,118.9,184.48,7.76,16.58,138.3
346.03,4.47,0.02,0.3,336.71,0.26,9.71,88.6,47.37,0.0,5.19,86.0,130.17,0.0,12.95,125.9,126.3,0.0,8.68,93.7,218.58,9.47,12.22,175.2,104.59,1.05,15.05,116.2,43.33,0.97,13.58,93.5
346.03,9.18,0.03,0.3,322.29,11.6,8.31,78.1,13.71,0.04,6.5,128.6,72.42,3.68,5.16,163.3,53.17,0.0,15.24,143.9,119.62,1.17,15.45,96.7,342.6,2.04,13.43,136.2,271.67,0.17,16.27,159.4
346.03,3.65,0.02,0.1,307.27,3.33,9.73,89.7,339.87,10.85,16.9,149.6,17.75,9.33,7.68,163.6,336.53,11.86,15.02,151.1,22.59,0.0,12.52,145.8,222.36,9.1,16.29,144.9,131.92,9.06,14.46,163.5
346.03,0.0,0.01,0.4,292.94,0.0,9.41,69.7,301.11,2.11,12.3,87.9,324.58,0.3,15.86,28.6,255.06,1.85,15.05,99.4,285.73,10.74,12.2,120.2,103.62,0.0,9.24,109.6,348.49,0.0,14.46,100.7
346.03,0.0,0.02,0.2,278.17,3.1,8.89,146.8,265.61,0.24,16.82,78.5,268.68,0.07,8.51,137.0,179.56,0.22,14.51,144.6,182.29,0.06,9.98,112.4,346.29,0.53,18.6,128.2,207.25,1.01,17.29,177.2
346.03,3.0,0.03,0.3,262.79,9.55,7.28,104.2,229.39,12.82,12.97,83.7,213.75,11.95,16.61,52.6,101.69,10.52,14.63,161.6,86.92,0.05,12.31,156.4,226.49,9.03,18.55,152.9,67.06,10.45,14.75,154.9
346.03,9.82,0.04,0.3,247.41,2.06,8.54,50.2,193.18,2.55,17.58,156.2,156.8,2.86,9.82,108.4,18.54,1.78,15.77,93.0,349.72,10.19,10.21,188.5,108.02,0.0,15.83,101.8,284.06,0.0,18.92,117.7
346.03,3.92,0.03,0.2,232.73,0.0,13.86,97.0,156.88,0.92,6.73,80.7,102.04,0.0,9.64,66.3,305.6,0.0,15.06,135.9,245.13,0.0,14.86,103.3,345.94,2.64,17.95,148.4,143.88,1.76,13.9,134.6
345.94,0.0,0.02,-0.1,217.71,7.48,15.14,101.3,123.13,10.1,18.79,70.6,48.08,3.22,14.66,117.4,226.85,9.68,13.6,133.5,146.07,3.17,10.95,190.8,226.14,6.64,19.4,142.7,1.49,10.11,18.51,159.7
346.03,1.04,0.02,0.1,202.06,3.54,14.3,110.5,86.22,5.0,12.14,133.5,351.74,6.74,16.27,81.8,148.71,1.41,12.54,93.8,45.35,8.17,17.83,104.0,107.05,0.0,11.04,139.2,224.82,0.0,11.29,115.3
346.03,3.73,0.02,0.3,186.77,0.0,11.3,76.8,49.92,0.0,3.68,78.3,296.02,0.0,5.5,123.5,73.74,0.0,11.83,127.3,308.76,0.0,17.15,78.1,345.41,3.87,13.18,128.7,84.9,1.57,16.86,150.3
346.03,10.09,0.03,0.3,172.18,9.97,13.56,98.3,16.7,1.46,9.94,111.2,240.21,1.16,18.66,83.3,355.61,11.05,10.91,109.5,212.08,0.2,12.64,141.0,224.82,4.82,17.85,130.6,307.71,8.09,13.76,157.5
346.03,2.25,0.02,0.1,157.41,4.86,12.0,127.2,341.98,11.11,6.91,163.5,185.45,9.51,9.59,166.5,274.57,0.21,11.85,60.8,113.55,9.42,11.77,184.9,106.17,0.0,13.4,154.2,166.55,0.0,10.4,112.1
346.03,0.0,0.07,0.3,141.5,0.0,10.37,103.2,305.68,2.28,11.24,78.7,130.52,2.08,16.89,37.2,198.46,0.01,11.17,87.7,12.39,1.33,16.46,94.4,344.71,5.14,15.65,127.0,24.7,1.82,13.55,181.4
346.03,0.32,0.02,0.2,125.86,6.09,13.04,101.5,269.65,0.27,17.27,79.6,74.79,0.0,9.93,99.7,124.01,12.77,10.89,97.5,279.93,0.0,13.11,160.6,224.38,4.31,11.77,148.4,248.73,7.62,15.69,146.3
346.03,8.54,0.03,0.3,110.04,3.02,14.68,114.5,234.14,11.67,13.1,86.5,23.03,2.5,13.64,95.2,43.95,2.78,7.31,93.9,180.09,10.69,14.11,169.9,105.82,0.0,18.27,136.7,108.63,0.0,11.51,138.9
346.03,8.16,0.03,0.3,94.04,0.0,10.08,126.2,197.67,2.65,17.52,154.4,329.41,8.6,5.02,190.5,333.9,0.0,7.7,60.5,76.46,2.17,16.31,86.3,343.92,11.74,17.49,145.5,325.2,2.04,15.82,130.6
346.03,3.03,0.02,0.1,79.1,2.83,8.3,137.3,161.1,0.0,6.26,81.7,273.52,0.0,9.45,53.8,260.6,3.04,7.98,74.3,343.83,0.03,12.8,187.0,219.64,2.31,17.94,87.1,183.6,7.03,17.48,161.3
346.03,0.0,0.04,-0.1,64.6,8.86,10.3,94.2,127.97,7.62,18.44,77.3,220.17,0.0,10.17,62.9,188.35,10.09,10.59,108.9,242.93,10.36,10.98,174.4,105.82,0.0,12.92,119.8,42.89,0.0,9.53,105.0
345.94,2.94,0.02,0.2,49.75,2.1,14.04,95.4,92.2,6.19,5.77,133.2,165.67,11.41,11.5,81.2,107.4,0.0,6.55,63.3,140.27,0.0,12.76,128.7,343.83,10.7,17.82,148.9,271.58,2.51,18.4,160.6
346.03,9.08,0.03,0.2,34.54,0.0,6.39,138.7,57.66,0.36,6.92,47.2,108.72,2.47,8.43,157.2,33.66,0.0,9.43,97.5,39.46,0.11,16.25,125.0,219.02,0.12,13.81,91.5,131.75,8.24,14.24,149.0
346.03,6.36,0.03,0.4,19.51,2.11,9.32,78.9,24.43,0.0,9.54,86.9,52.29,0.0,11.19,167.5,323.26,2.3,13.79,139.8,302.34,8.31,15.97,94.4,105.12,0.11,16.33,165.7,348.57,0.0,15.11,95.6
346.03,2.46,0.02,0.1,5.54,12.0,9.93,140.5,351.21,4.25,16.48,82.7,356.13,4.67,7.89,165.5,244.16,3.97,14.46,113.5,206.02,1.78,15.48,155.4,343.3,10.76,14.71,130.1,212.7,3.48,13.87,163.8
346.03,0.0,-0.04,0.1,350.68,2.09,7.43,132.7,315.88,7.16,8.78,117.9,300.5,5.37,15.23,43.1,166.2,0.0,9.98,131.8,107.14,0.28,11.17,187.1,218.94,0.0,8.03,122.1,72.51,9.48,15.45,154.3
346.03,3.0,0.01,0.3,335.57,0.0,8.61,146.8,279.84,0.0,7.06,48.3,244.86,0.0,6.02,116.7,90.7,3.38,15.57,153.5,5.63,9.63,12.99,129.7,104.77,1.18,18.26,169.7,295.31,1.41,13.71,128.9
346.03,12.03,0.03,0.3,320.98,11.08,7.6,70.6,246.01,0.72,11.82,106.0,189.76,1.44,16.73,127.4,13.89,9.28,16.39,159.6,273.34,2.31,18.17,173.7,342.33,8.15,14.78,123.0,155.13,3.88,14.45,151.3
346.03,4.63,0.03,0.2,305.77,3.91,9.19,75.7,208.92,9.66,5.11,164.6,133.24,6.72,10.08,111.4,298.21,0.0,9.19,94.0,173.5,0.0,14.04,155.2,222.54,0.0,11.03,106.1,12.3,9.03,16.26,173.7
346.03,0.55,0.02,0.1,291.27,0.0,8.95,81.9,174.29,2.42,14.39,51.6,74.79,0.0,14.29,43.6,224.74,0.18,14.12,166.3,73.56,10.66,15.37,114.9,103.45,1.61,19.14,142.6,235.9,0.37,15.23,102.3
346.03,0.0,0.02,0.2,276.42,1.28,6.97,152.5,139.22,0.08,6.84,171.2,21.18,0.25,6.49,118.1,147.39,10.38,16.96,175.9,332.75,0.59,14.39,100.4,341.89,6.36,15.48,163.5,96.33,0.12,16.34,161.5
346.03,2.97,0.02,0.2,260.95,10.46,8.51,108.1,104.06,10.26,11.52,93.2,327.39,12.0,15.76,139.7,65.65,0.0,17.16,95.1,232.12,1.66,11.76,118.6,221.84,0.0,8.29,116.6,317.72,8.62,15.0,147.6
346.03,10.3,0.04,0.3,245.04,1.65,6.67,50.7,66.36,4.13,14.18,157.1,267.28,1.11,13.1,45.3,351.12,0.64,18.82,182.4,133.33,8.78,17.67,128.6,107.05,2.61,17.12,183.2,177.01,0.0,18.23,99.8
346.03,3.25,0.02,0.2,230.36,0.0,10.57,73.8,30.23,0.0,7.66,89.1,211.64,0.34,8.09,90.0,272.29,9.88,18.56,166.1,32.08,2.05,9.17,116.6,345.76,5.67,12.28,168.1,41.31,0.0,15.17,139.7
346.03,0.0,0.0,0.1,215.51,11.55,10.81,88.8,357.1,1.19,6.51,151.4,159.17,10.97,7.32,134.4,193.54,1.55,16.7,92.4,299.88,0.16,11.64,133.5,225.62,0.0,11.85,101.3,264.38,11.28,17.65,165.5
346.03,0.0,0.02,0.1,200.13,2.8,12.08,102.9,321.86,8.44,18.61,76.6,101.34,2.62,13.19,83.8,118.56,0.28,14.97,158.2,199.34,9.94,17.05,109.6,106.08,2.89,11.6,184.5,119.36,0.0,12.68,107.7
345.94,2.86,0.03,0.3,184.83,0.0,12.11,71.2,285.73,1.69,13.4,95.4,45.62,0.0,9.46,118.6,39.29,11.68,14.18,143.7,100.37,1.86,17.66,64.1,344.53,5.61,14.62,151.3,337.24,0.79,15.84,159.1
346.03,10.98,0.03,0.3,169.89,5.14,14.32,105.3,250.31,0.53,14.35,97.6,351.47,4.53,14.98,146.3,319.31,1.18,13.34,92.2,3.52,0.0,14.06,89.2,224.56,0.0,12.53,116.1,195.29,8.03,17.14,181.8
346.03,3.36,0.01,0.2,154.34,2.78,10.54,83.4,214.72,11.14,13.38,47.6,293.12,4.92,6.58,120.1,243.63,0.0,12.42,135.7,273.43,5.8,13.45,153.9,104.85,5.3,14.7,132.3,55.46,1.37,14.79,106.1
346.03,0.0,0.01,0.2,139.13,0.0,12.72,109.3,178.15,2.28,16.28,63.6,237.13,0.0,9.41,80.5,164.79,9.05,12.59,103.0,174.64,4.16,12.11,128.1,343.56,3.65,16.3,131.2,278.0,0.91,17.28,174.7
346.03,0.05,0.02,0.1,123.31,6.62,14.84,85.1,143.61,0.0,13.02,152.2,184.57,3.26,17.82,62.8,87.1,2.04,11.97,96.5,75.32,0.0,14.12,86.9,223.68,0.0,9.74,118.4,137.29,7.52,14.92,137.3
346.03,2.96,0.02,0.2,108.54,5.47,8.09,110.1,106.7,11.47,8.48,146.3,129.46,10.07,10.19,141.5,13.01,0.0,7.98,83.2,341.46,2.69,10.75,159.6,109.07,7.57,13.87,178.8,354.64,0.0,10.41,125.8
346.03,9.4,0.03,0.3,93.25,0.0,5.21,85.1,69.43,2.49,6.12,146.9,69.26,0.99,15.74,72.8,302.61,2.97,8.29,104.4,241.0,5.5,10.82,110.2,347.52,3.33,18.1,132.8,213.4,1.13,13.02,166.9
346.03,3.65,0.03,0.2,79.1,0.0,14.46,80.9,34.63,0.0,6.56,79.1,14.77,0.0,9.91,135.0,227.11,7.04,8.45,106.6,142.56,0.0,12.15,80.2,227.2,0.0,15.31,171.6,72.77,7.36,15.37,149.6
346.03,0.0,0.02,-0.1,64.34,3.86,8.41,143.0,1.49,0.33,13.02,108.4,321.33,11.67,16.94,166.2,152.31,0.0,7.85,59.9,45.7,2.9,9.15,173.2,108.19,9.36,18.81,159.3,295.49,0.0,9.9,138.9
346.03,1.6,0.02,0.2,49.48,6.05,9.61,92.7,327.39,9.9,8.4,186.1,260.68,2.12,11.95,163.7,79.72,0.0,7.44,86.0,312.54,8.2,16.59,116.8,346.9,2.35,15.47,134.7,160.49,1.42,15.58,151.5
346.03,5.27,0.02,0.4,35.07,2.32,11.54,156.4,291.62,2.32,7.86,67.3,203.12,0.12,6.91,146.3,9.49,3.39,7.81,92.5,212.17,0.0,17.43,95.6,226.23,0.0,17.93,151.1,18.46,8.86,13.62,186.5
346.03,9.4,0.03,0.3,19.69,0.0,6.63,148.7,257.26,0.0,5.91,62.4,148.45,11.61,10.74,138.5,302.61,11.41,10.64,94.5,117.42,0.3,10.6,151.2,106.96,11.05,18.76,146.2,242.14,0.0,15.69,92.3
346.03,2.91,0.02,0.2,4.83,2.83,9.84,86.3,223.33,3.16,8.87,113.6,88.07,1.93,8.29,130.2,222.89,2.24,8.3,45.6,16.44,11.42,14.48,121.0,340.93,1.44,16.06,99.8,107.31,0.85,17.03,176.4
346.03,0.0,0.01,0.1,351.56,8.32,12.92,122.5,188.09,6.94,16.81,70.2,33.75,0.0,8.1,150.4,152.05,0.0,7.8,95.8,275.54,0.0,14.06,66.3,225.97,1.56,18.92,129.6,324.4,10.05,15.14,140.2
346.03,0.0,0.01,0.2,336.09,0.0,10.7,77.9,153.81,0.0,11.97,83.8,339.96,4.83,17.91,78.9,78.93,2.57,8.66,108.7,180.79,0.47,12.73,142.7,106.52,9.36,17.67,133.0,178.24,0.0,12.25,116.5
346.03,6.16,0.02,0.3,320.71,0.47,9.54,139.9,118.3,1.13,18.12,92.1,283.8,4.88,11.7,137.8,5.27,11.64,7.9,86.8,81.47,10.81,18.19,90.3,344.79,0.89,16.98,84.6,36.74,2.16,14.46,135.7
346.03,9.21,0.04,0.2,305.51,9.85,6.94,138.8,82.35,12.35,12.11,115.4,225.53,0.0,10.55,69.4,295.05,2.36,9.83,85.6,343.3,2.24,15.55,77.3,229.57,0.53,15.08,160.8,259.8,7.64,15.99,146.2
